ID,Symposia,Weekday,Date,Time Block,Type,Title of Panel/Grouping,Title of Presentation or Screening,Presentation or Paper URL,Presenter/Moderator A,Presenter/Moderator B,Presenter/Moderator C,Presenter/Moderator D,Presenter/Moderator E,Presenter/Moderator F,Work A,Work B,Work C,Work D,Notes
0488,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,,,Rachael Stoeltje,Martha Harsanyi,,,,,"Chucky Lou: Story of a Woodchuck (Indiana University Audio-Visual Center, 1948)",,,,
0489,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,Corporal Sam Fuller's How to Light a Cigar ,,Marsha Orgeron,,,,,,How to Light a Cigar (1945),,,,
0490,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,,,Andrew Lampert,,,,,,AFA PLedge Drive (ca. late 70s/early 80s),,,,
0491,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,,,Stephen Parr,,,,,,Sun Healing the Ultra-Violet Way with Life Lite (1934),,,,
0492,Orphans 8: Made to Persuade,Saturday,"April 14, 2012",,Screening,Final Screening: Behavior Modification Lite,,,Lydia Pappas ,Yongli Li,,,,,"Light Cavalry Girl (轻骑姑娘, Jie Shen, 1980)",,,,"Central Newsreel and Documentary Film Studio, Beijing, and the University of South Carolina MIRC Chinese Film Collection "
0493,Orphans 9: The Future of Obsolescence,Sunday,"March 30, 2014",,,,,,,,,,,,,,,,
0494,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0495,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0496,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0497,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0498,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0499,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0500,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0501,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0502,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0503,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0504,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0505,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0506,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0507,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0508,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0509,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0510,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0511,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0512,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0513,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0514,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0515,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0516,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0517,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0518,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0519,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0520,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0521,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0522,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0523,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0524,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0525,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0526,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0527,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0528,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0529,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
0530,Orphans 9: The Future of Obsolescence,,,,,,,,,,,,,,,,,,
